ident,nome,tipo,conteudo,res
<http://www.nima.puc-rio.br/lattes/4285308219611299#P83>,Algumas questões problemáticas- e outras nem tanto - sobre a nova disciplina dos crimes sexuais,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9002784880708799#P310>,O mito do fracasso escolar e o fracasso da promoção automática,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1821402316308818#P265>,Leveraging single-objective heuristics to solve bi-objective problems: Heuristic box splitting and its application to vehicle routing,Article,10.1002/net.21876,False
<http://www.nima.puc-rio.br/lattes/4425135376969330#P95>,Formação Continuada:contribuições necessárias para o avanço do controle social da Política de Assistência Social em uma Metrópole- Um estudo de caso.,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3217839276420118#P1368>,Globalization and Children. Exploring Potentials for Enhancing Opportunities in the Lives of Children and Youth,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3394423096338340#P134>,Debate Interdepartamental sobre Métodos e Pesquisas,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7505898233930008#P354>,Democracia e Intolerância: qual o lugar dos refugiados na proteção social? Uma demanda emergente na Cidade do Rio de Janeiro,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4852990060845921#P128>,Estdo fluidodinâmico e cinético da ustulação de concentrados de sulfeto de zinco em reator de leito fluidizado (Co-orientador),Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7381485367840499#P350>,A New Approach for Developing -Implementation Plans- for Cognitive Stimulation Therapy (CST) in Low and Middle-Income Countries: Results From the CST-International Study,Article,10.3389/fpubh.2020.00342,False
<http://www.nima.puc-rio.br/lattes/1920110904979912#P142>,Un laboratorio aperto sulle questioni etiche,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3217839276420118#P32>,Meninos e meninas de rua: os jovens 'despossuídos' da América Latina,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8968459754425279#P233>,The securitization of citizenship issues: a case study of Estonia and Latvia,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0979811416400008#P516>,Narrativas como práticas de agentes comunitárias: a fala ?no? e ?sobre? o trabalho em uma reunião sobre o tratamento da tuberculose,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1259500926303809#P716>,Calculation of Path-Equivalent Strain Ranges of Multiaxial Non-Proportional Histories using the Moment Of Inertia Method,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3641926552572579#P326>,Sobre a Questão da Retórica Aristotélica na Educação,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5194857133589062#P427>,Proposta para construção de um índice local de preços de imóveis a partir dos lançamentos imobiliários de condomínios residenciais,Article,sem DOI ou ementa,False
_:bC87DAD9Dx192461,V Colóquio Erich Auerbach,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1199479212171868#P260>,Monitoring restoration success of soils quality in forested ecosystems: A global meta-analysis,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1025380440209314#P187>,O hiperrealismo das mudanças climáticas e as várias faces do negacionismo,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5480574822219430#P495>,Estéticas afrodiaspóricas no cinema brasileiro contemporâneo,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0735137446842082#P59>,Sérgio Buarque de Holanda e a razão árcade,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1104157433492666#P123>,ÁGATA: um chatbot para difusão de práticas para Educação Ambiental,Article,10.5753/webmedia_estendido.2020.13068,True
<http://www.nima.puc-rio.br/lattes/9296271539553161#P229>,Influence of stoichiometry on the luminescent properties of InAs quantum dots grown on a InxGa1-xAs/InP heterostructure,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1533221556876080#P52>,The Reversal of Value Neutrality: Research Ethics in Critical Approaches to Security,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6341747298696800#P607>,Maintained intentional weight loss reduces cardiovascular outcomes: results from the Sibutramine Cardiovascular OUTcomes (SCOUT) trial,Article,10.1111/j.1463-1326.2011.01554.x,False
<http://www.nima.puc-rio.br/lattes/4361405685280383#P519>,Relação QV na Avaliação da Estabilidade de Tensão,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1821402316308818#P132>,An integrative cooperative search framework for multi-decision-attribute combinatorial optimization: Application to the MDPVRP,Article,10.1016/j.ejor.2015.05.007,False
<http://www.nima.puc-rio.br/lattes/3593463741658057#P146>,"Deconstructing ""On Denoting""",Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6812712541815164#P576>,"Autoridade, Autonomia e Formação: tensões da gestão da escola",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7454736736043931#masterthesis3>,Comportamento de Estacas para Plataformas Marítimas,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5818660661319963#P91>,"Porque Rir da Filosofia Política?, ou a ciência política como téchne",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6805562235394433#P882>,Saltos mortais,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8809843174160878#P186>,Amplitude analysis of the decay D+ -> pi-pi+pi+ in the LHCb experiment,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5691355417518749#P273>,ELECTROPHORETIC DEPOSITION OF MACROPOROUS CARBON NANOTUBE ASSEMBLIES FOR ELECTROCHEMICAL APPLICATIONS,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9330950719388986#P371>,Decisões clínicas e a teoria da detecção de sinal,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8081633460488746#P71>,Medição de Tensões Residuais em peças Fundidas Reparadas por Soldagem,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5990558223350345#P49>,O roteiro nosso de cada dia,Article,sem DOI ou ementa,False
_:bC87DAD9Dx372468,Environmental Economics And Policy Making In Developing Countries,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4692086634018379#P471>,Avaliação do efeito de duas técnicas de instrumentação na zona de risco de molares inferiores curvos por microtomografia computadorizada e análise de imagens,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0632114860607378#P484>,Stress Distribution Analysis in Teeth Restored with Different Intra-radicular Esthetic Posts,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0794494047024280#P164>,Handling Product Variety and its Effects in Automotive Production,Article,sem DOI ou ementa,False
_:b89B4D802x133220,Jogo de espelhos: ensaios de cultura brasileira,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8206214061481076#P45>,Geração do conjunto de regras de inferência para um controlador nebuloso usando algoritmos genéticos,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3948737758921845#P477>,Composição química de aerossóis da região amazônica: influencia de queimadas e comparação através de métodos estatísticos não-lineares,Article,sem DOI ou ementa,True
_:bC87DAD9Dx320941,Minority Report,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0512449913760180#P517>,School management: a look at the initial training of Brazilian public schools? principals,Article,10.21573/vol36n22020.99857,False
<http://www.nima.puc-rio.br/lattes/2792865766795939#P163>,Utilização da fosforimetria na temperatura ambiente suportada em substrato sólido para a determinação seletiva de compostos policíclicos aromáticos nitrogenados e sulfurados em gasolina e em sedimento,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9705170158456125#P257>,Análise das Propriedades Metalúrgicas e Mecânicas de um Aço API 5L X60 Soldado,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0243878307545882#P313>,Gregos e bárbaros no Político de Platão,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1180250846239863#P443>,The 'Manga Shakespeare' Series Translated into Brazilian Portuguese,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1102020302719626#P338>,&quot;A luta das mulheres é levada nos ossos do peito&quot;: Mulheres Camponesas em Santa Catarina e o caminho da luta por direitos,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5026891006947962#P39>,Como organizar redes solidárias,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9306576520691089#P30>,"POLÍTICA DE SUBSTITUIÇÃO DE EQUIPAMENTOS: MÉTODOS DETERMINÍSTICOS E PROBABILÍSTICOS, APLICAÇÃO A REPOSIÇÃO DE AUTOMÓVEIS",Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7538936412559010#P412>,Direito à Cidade:Diálogo de Equidade entre o Direito a Moradia e o Direito ao Meio Ambiente,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7016841208939606#P53>,Lepanto: o crepúsculo das grandes galeras de batalha,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0632114860607378#P47>,Retardo de Trincas de Fadiga em Juntas Soldadas por Centelhamento,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4852990060845921#P73>,Implementação de um Modelo Ambiental de Multimeios,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2048827363170690#P35>,ABORDAGEM SEMIÓTICA DAS PRÁTICAS DO DESIGN: UM ESTUDO DE CASO SOBRE O USO DO CÓDIGO DE DEFESA DO CONSUMIDOR,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2716756230212536#P30>,The Development of Pore Water Pressure in a Compacted Soil,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8745974666472766#P62>,Ecuador vs. Peru: Peacemaking Amid Rivalry,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1548806483243192#P86>,Um agenda democrática para o BNDES,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5474816081285023#P183>,A Linguagem Relligiosa no Universo Cultural da Universidade,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5990558223350345#P68>,"Sem perder a ternura: Ken Loach, um dos raros cineastas engajados contemporâneos, fala sobre",Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaARQ1389>,[ARQ1389] TOP ESP EM ARQUITETURA LXXIV,ccso,Disciplina sem ementa cadastrada.,False
<http://www.nima.puc-rio.br/lattes/3755480460002860#P115>,"Códigos de buenas prácticas: concepto, naturaleza y su configuración como fuente del Derecho Administrativo",Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7921830556715768#P320>,"Structural, mechanical and nanoscale tribological properties of nitrogen incorporated fluorine-carbon films",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7644241125976321#P482>,Simulation of appointment scheduling policies: a case study in a bariatric surgery clinic,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1721981607189967#P605>,Numerical modeling of fracture containment in multi-layered formations using a cohesive zone model,Article,10.20906/cps/sbmr-04-0011,False
<http://www.nima.puc-rio.br/lattes/3497095259123139#P45>,Multiplicity analysis: a study of secondary particle correlation,Article,10.1016/S0039-6028(98)00111-3,False
<http://www.nima.puc-rio.br/lattes/0833253899619895#P105>,Petroleum allocation at PETROBRAS: Mathematical model and a solution algorithm,Article,10.1016/j.compchemeng.2009.06.017,False
<http://www.nima.puc-rio.br/lattes/8428879484131924#P99>,Empregabilidade dos jovens administradores: uma questão meritocrática ou aristocrática ?,Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaDSG1721>,[DSG1721] TOPICOS ESPECIAIS DESIGN XXII,ccso,Conteúdo Variável. ,False
<http://www.nima.puc-rio.br/lattes/3449303767051626#P951>,As responsabilidades da cidadania segundo Paul Ricoeur,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5194857133589062#P27>,Technological and Organizational Change in the Brazilian Computer Industry: A Case Study,Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaEDU1446>,[EDU1446] HIST E POLITICA DA EDU BASICA,Course,"Perspectiva histórica da política educacional brasileira para a educação básica.  O contexto pós-64: ampliação do acesso à escola de 1º graus e profissionalização do ensino de 2º grau.  A década de 80 e os desafios da transição democrática para a escola pública de 1º e 2º graus: experiências e propostas.  As principais questões em debate nas décadas de 80-90: a relação escola-trabalho, tecnologia, a relação público-privado e o tema da qualidade em educação.  Características das ações e propostas atuais do governo para a Escola Básica (Educação Fundamenta e Média). ",False
<http://www.nima.puc-rio.br/lattes/2571307652032906#P30>,O CEBRI e o Governo FHC Uma Abordagem da Influência dos Think Tanks na Política Externa Brasileira,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6598033373706820#P8>,Um método simples e eficiente para recuperação de catalisadores homogêneos,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9361287488057318#P393>,&quot;Os homens-asa: em busca da sensibilidade poética no surrealismo português - as imagens em estudo,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3947124412000175#P458>,Ponderações Éticas do Direito Constitucional,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4627442057000265#P39>,Concepts And Misconceptions Of Mud Selection Criteria: How To Minimize Borehole Stability Problems?,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9045006667266588#P28>,Parsons e Habermas: alguns paralelos e contrastes entre duas concepções de ordem,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7826356170218493#P72>,Conflitos na moradia popular informal: observações sobre a transformação dos 'Condomínios Populares' da Avenida Brasil,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3590099965532014#P641>,Desenvolvimento de técnica de fast multipole para problemas tridimensionais de potencial,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2792865766795939#P118>,Determinação espectrofluorimétrica de eritromicina em vacina contra a febre amarela e em medicamentos após derivação fotoquímica,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5231877575668224#P46>,ON THE PROBLEM OF SOLVING F(X) = 0 IN THE PLANE,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0966582253591339#P582>,"Fake News, relativismo e fé",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3497095259123139#P7>,A Pre-Impact Model for Ionic and Atomic Desorption by Fast Multicharged Projectiles.,Article,10.1016/0039-6028(94)00784-5,False
<http://www.nima.puc-rio.br/lattes/9915761557849189#P9>,O paraíso perdido: uma discussão sobre o discurso da crise na cidade,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5246086378299715#P228>,Youth Labor Market in Brazil through the Lens of the Flow Approach,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6598033373706820#P30>,Nanocatalysts for the Suzuki Coupling Reactions,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2491891766759477#P550>,A Component-Based Model for Building Reliable Multi-Agent Systems,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7627081654623074#P63>,Memórias de uma aluna mestra,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9002784880708799#P19>,A Prática Pedagógica dos Professores Universitários do curso de Direito,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0010848295031388#P712>,Controlling Particle Penetration and Depletion at the Wall in Dissipative Particle Dynamics,Article,10.1016/j.cpc.2020.107618,False
<http://www.nima.puc-rio.br/lattes/8588362716481924#P153>,Automatic Fault Detection in WDM-PON With Tunable Photon Counting OTDR,Article,10.1109/jlt.2015.2495518,False
<http://www.nima.puc-rio.br/lattes/6669418619228798#P283>,Copper(II) Complexes of a Sulphonate-containing Diazo Ligand Show Anti-Plasmodium Activity against Both Sensible and Resistant Strains,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9995659363482583#P21>,A Relação Fé e Cultura. Um Estudo da Inculturação Como Abertura Dialógica do Novo Paradigma da Evangelização.,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0400232298849115#P567>,Storytelling variants based on semiotic relations,Article,10.1016/j.entcom.2016.08.003,False
<http://www.nima.puc-rio.br/lattes/4445790203781215#P825>,A dynamic model for valuing flexible mining exploration projects under uncertainty,Article,10.1016/j.resourpol.2017.04.002,False
<http://www.nima.puc-rio.br/lattes/3948737758921845#P479>,"Determinação da composição química da fração aquosa do MP2,5 coletado em locais próximos às arenas dos Jogos Olímpicos Rio 2016",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6279143106120385#P143>,"A definição de uma Estratégia de Remuneração alinhada com a Cultura Organizacional ? Um Estudo de Caso,",Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2871208795799633#P41>,"Direitos, Desacordo e Judicial Review: Um Exame da Crítica de Jeremy Waldron ao Controle Jurisdicional de Constitucionalidade das Leis",Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9306576520691089#P689>,Autoavaliação e Proposta de Aprimoramento de Sistema de Gestão dos Cursos de Pós-Graduação Interdisciplinar (Estudo de Caso - Mestrado Profissional em Engenharia/UCP),Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6710912012052033#P101>,ALTERAÇÃO DE CITOCINAS EM DEPENDENTES DE COCAÍNA: REVISÃO SISTEMÁTICA,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7087141060845700#P896>,El remo y la rana,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8809843174160878#P141>,Study of the D0 ---> pi- pi+ pi- pi+ decay,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5580376703816153#P61>,"PUC-Rio Bamboo Domes: Origins, References, Innovations on the Research on Non-Conventional Self-standing Structures",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0010848295031388#P423>,Finite element approximations for Maxwell-B &#64258;uid &#64258;ows employing the GLS  method,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0942825872136360#P604>,Acervos e arquivos de empresas: um estudo sobre os centros de memória e documentação corporativos,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0290932445672591#P207>,Work for Understanding as Innovation in Initial Teacher Education Programs,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1944208293448093#P65>,Globalização Versus Mundialização,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4445790203781215#P978>,Um Modelo de Otimização de Carteiras para Cripto-ativos através da Medida Omega,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0632114860607378#P141>,Extensão da Vida em Fadiga da Liga de Alumínio 7150,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9325051019864649#P309>,Saw Welded Joints of Two API Steels Subject to SCC Laboratory Testing,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4766920066799526#P242>,Fragmentos sobre a educação estética do homem: os primeiros românticos alemães,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5194857133589062#P534>,Identidade organizacional: análise crítica da produção acadêmica brasileira de 2004 a 2009,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5474816081285023#P130>,A Suplência da Faculdade de assistir a Matrimônios,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9915761557849189#P961>,A Propósito de Fortaleza,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0615353959959636#P24>,Filosofia da Ciência e Feminismo: Uma Ligação Natural?,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7976161481295330#P145>,Similarities between the judiciary systems of the United States of America and of Brazil in the 21th century,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6021252419486141#P109>,Regimes representativos da modernidade,Article,sem DOI ou ementa,False
_:b89B4D802x288276,Fortaleza: os impactos da Copa do Mundo 2014,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9915761557849189#P467>,Entrevista: José Borzacchiello da Silva,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4585685576694071#P216>,Oxidação de Amônia em Águas e Efluentes,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6669418619228798#P152>,Novel ortho-Substituted Binucleating Ligands and the Mononuclear Copper(II) Complexes of their Partially Hydrolyzed Derivatives Display Potent Antimicrobial Activity,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5976829577438646#P76>,Um Estudo da Influência de Fraturas nos Padrões de Fluxo em Encostas,Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaADM1687>,[ADM1687] ADMINIS INTERN E ESTRATEGIA,Course,Papel dos executivos na área de desenvolvimento das competências para os negócios internacionais. Adaptação às culturas locais. Alianças estratégicas e organizações em rede. Relações entre os headquarters e subsidiárias. ,False
<http://www.nima.puc-rio.br/lattes/9705170158456125#P241>,Fatigue crack propagation prediction by cyclic plasticity damage accumulation models,Article,10.1046/j.1460-2695.2003.00630.x,False
<http://www.nima.puc-rio.br/lattes/8187969338469382#phdthesis9>,Fenomenologia do Patrimônio Ambiental,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6509325029666357#masterthesis1>,Análise das Metodologias MCT e resiliente a solos finos do centro-norte do Mato Grosso,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4765886371460357#P270>,Criptografia na educação básica: das escritas ocultas ao código RSA,Article,10.21711/2319023x2020/pmo811,False
<http://www.nima.puc-rio.br/lattes/5691355417518749#P154>,"S,N-containing organosilicas for heavy metal pre-concentration",Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6097996243779729#P1>,Cultura e Mudança Organizacional,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3590099965532014#P654>,On a Fast Multipole Implementation for Elasticity Problems in the Collocation Boundary Element Method,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0564899246574184#P548>,The Influence of Vanadium Content on the Oxidation of High Speeds Steels,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0966582253591339#P83>,A história do medo de Jean Delumeau,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3590099965532014#P500>,A hybrid finite element implementation of gradient elasticity,Article,sem DOI ou ementa,False
_:b89B4D802x50034,Gender and Private Security in Global Politics,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3948737758921845#P529>,Características e procedência da lenha usada na cocção no Brasil,Article,10.1590/s0103-4014.2019.3395.0009,True
<http://www.nima.puc-rio.br/lattes/0807511237795775#P10>,Software Engineering for Large-Scale Multi-Agent Systems - SELMAS 2003,Article,sem DOI ou ementa,False
_:b89B4D802x77449,"Geografias Subversivas - discursos sobre espaço, gênero e sexualidade",Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5535161949639969#P2959>,Aspectos de segurança a considerar na instalação e operação do sistema VLT no Rio de Janeiro a partir de Experiências Internacionais,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8160347007286967#P507>,Simulação Numérica de Fluxo em Meios Porosos e Fraturados,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8432199070549609#P215>,Asymptotic Nets with Constant Affine Mean Curvature,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8087260703487460#P313>,"A gente sabe, a gente faz: cartilhas do Sebrae e o empreendedorismo de si",Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7476904353230115#P1194>,Desastres: Redução e Gerenciamento de Riscos,Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8378753616240875#P7>,Heat Transfer During Melting Around an Isothermal Vertical Cylinder,Article,10.1115/1.3248210,False
<http://www.nima.puc-rio.br/lattes/7319562402263888#P46>,Em nome da misericórdia,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4585685576694071#P437>,A review of oxidative treatments of industrial waters and effluents using hydrogen peroxide,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8374950313063279#P819>,Simone Weil.  Acción y contemplación,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3763621130181471#P513>,"Quem influencia as influenciadoras digitais? Comunicação, tendência e moda no Instagram",Article,10.5965/1982615x12242019007,False
<http://www.nima.puc-rio.br/lattes/1387533506381579#P64>,Cinema militante: imagens da ditadura no Brasil,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6977833283202268#P4>,Nonlocality and Gleason&apos;s lemma. Part I. Deterministic theories,Article,10.1007/BF01883492,False
<http://www.nima.puc-rio.br/lattes/4788131579238903#P120>,O MINISTÉRIO PÚBLICO BRASILEIRO: INSTITUCIONALIZAÇÃO E CONSOLIDAÇÃO DO REPRESENTANTE DA SOCIEDADE ABERTA NO BRASIL COMO AGENTE INDUTOR DE POLÍTICAS PÚBLICAS,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9915761557849189#P17>,As Contradições do e no Espaço,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2039751697422137#P245>,Monitoramento de risers flexíveis através de técnica baseada em vibrações,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5276030017603037#P238>,A autonomia reprodutiva da mulher e o acesso às técnicas de reprodução humana assistida à luz da jurisprudência,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8374950313063279#P239>,Etre Un Intellectuel Catholique Av Bresil Aujourd'Hui.,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1672274202055214#P183>,Ageing of the DGEBA/TETA epoxy system with off-stoichiometric compositions,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6413910572689546#P376>,"Eletrificação, novas tecnologias de informação e comunicação e a transformação do cotidiano na produção do espaço urbano",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1458174636717400#P84>,Deadlines - Derrida and Critical Legal Studies,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1016382585372214#P367>,Parcerias da administração pública com a iniciativa privada como forma de garantir os direitos fundamentais,Chapter,sem DOI ou ementa,False
_:b89B4D802x177325,Lecture Notes in Computer Science,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8087260703487460#P178>,Com que roupa eu vou? A reconstrução subjetiva da participante do reality Esquadrão da Moda,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0940801179974135#P838>,Desenvolvimento e Avaliação Experimental de um Motor a Combustão Interna Rotativo,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6678412027279043#P378>,"Hygroscopicity, phase transition and thermal expansion in Yb2-Ga W3O12 system",Article,10.1016/j.jallcom.2020.156643,False
<http://www.nima.puc-rio.br/lattes/6057522086090435#P756>,Asas da centralidade em céus conhecidos: a dinâmica empresarial do setor de transporte aéereo no território brasileiro,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5922755610417448#P594>,Narrativas de professoras e identidades coconstruídas discursivamente em um curso de formação continuada norteado pela Prática Exploratória,Thesis,sem DOI ou ementa,False
